geoid_r,macroregion,impact,diff,diff2,year_c,region,allpat,pop_r,yearsofeducation_r,gdppcregion_r,lnpopulationdensity_r,shape_area_r,id_c,pop_r_ip,yearsofeducation_r_ip,gdppcregion_r_ip,lnpopulationdensity_r_ip,shape_area_r_ip,region_ip
392,,,0,0,2005,Delaware,929,541695.5,12.23813,44072.98,5.110672,3267522441,1663,541695.5,12.23813,44072.98,5.110672,3267522441,Delaware
393,,,0,0,2005,District of Columbia,24,377673.28,12.83251,67554.352,8.2080812,102894456.3,1663,377673.28,12.83251,67554.352,8.2080812,102894456.3,District of Columbia
394,,,0,0,2005,Maryland,2908,3568657,12.53129,50825.781,5.3773699,16487040183,1663,3568657,12.53129,50825.781,5.3773699,16487040183,Maryland
395,,,0,0,2005,New Jersey,7564,5637885.5,12.49913,52593.68,6.0785642,12919015827,1663,5637885.5,12.49913,52593.68,6.0785642,12919015827,New Jersey
396,Western Europe,0.45133045,0,0,2005,Norte,19,2492358,6.0250049,15777.01,5.167387,14205049551,1656,2492358,6.0250049,15777.01,5.167387,14205049551,Norte
397,Western Europe,0.45133045,1,1,2005,Algarve,0,260624.59,6.303946,22376.41,4.418138,3142262395,1656,260624.59,6.303946,22376.41,4.418138,3142262395,Algarve
398,Western Europe,0.45133045,1,1,2005,Centro,8,1558000.3,5.8947029,16881.6,4.4356809,18457621497,1656,1558000.3,5.8947029,16881.6,4.4356809,18457621497,Centro
399,Western Europe,0.45133045,0,0,2005,Lisboa,15,1778165.5,7.5175762,28299.359,6.8618331,1861726946,1656,1778165.5,7.5175762,28299.359,6.8618331,1861726946,Lisboa
400,Western Europe,0.45133045,1,1,2005,Alentejo,1,490610.94,5.5477219,18307.211,3.190887,20181461675,1656,490610.94,5.5477219,18307.211,3.190887,20181461675,Alentejo
401,Latin America,0.12582392,0,0,2005,Baja California Norte,9,1657179.5,8.2031584,14968.57,3.6674571,42326584823,1653,1657179.5,8.2031584,14968.57,3.6674571,42326584823,Baja California Norte
402,Latin America,0.12582392,0,0,2005,Baja California Sur,2,285964.38,8.160223,14361.77,1.96005,40278477846,1653,285964.38,8.160223,14361.77,1.96005,40278477846,Baja California Sur
403,Latin America,0.12582392,0,0,2005,Coahuila,3,1409922.1,8.3520117,15824.11,2.807534,85093932785,1653,1409922.1,8.3520117,15824.11,2.807534,85093932785,Coahuila
404,Latin America,0.12582392,0,0,2005,Chihuahua,29,1856823.1,7.6107068,16570.039,2.5719731,1.41833E+11,1653,1856823.1,7.6107068,16570.039,2.5719731,1.41833E+11,Chihuahua
405,Latin America,0.12582392,0,0,2005,Durango,2,835866.69,7.250515,10467.49,2.528276,66699209961,1653,835866.69,7.250515,10467.49,2.528276,66699209961,Durango
406,Latin America,0.12582392,0,0,2005,Sinaloa,2,1445808.5,7.645103,8873.875,3.8143899,31881756393,1653,1445808.5,7.645103,8873.875,3.8143899,31881756393,Sinaloa
407,Latin America,0.12582392,0,0,2005,Sonora,0,1383847.4,8.1059561,13756.21,2.5847981,1.04358E+11,,1383847.4,8.1059561,13756.21,2.5847981,1.04358E+11,Sonora
408,Latin America,0.12582392,-1,0,2005,Zacatecas,2,748170.81,6.2506838,6386.9009,2.905829,40927505399,1653,748170.81,6.2506838,6386.9009,2.905829,40927505399,Zacatecas
409,Latin America,0.12582392,-1,0,2005,Nuevo Leon,5,2337972.5,8.7665482,21435.449,4.167603,36213657623,1653,2337972.5,8.7665482,21435.449,4.167603,36213657623,Nuevo Leon
410,Latin America,0.12582392,0,0,2005,San Luis Potosi,2,1311905.1,6.913094,9210.2441,3.628979,34822252103,1653,1311905.1,6.913094,9210.2441,3.628979,34822252103,San Luis Potosi
411,Latin America,0.12582392,1,1,2005,Tamaulipas,7,1666864.8,7.9771519,13372.99,3.640836,43722539312,1653,1666864.8,7.9771519,13372.99,3.640836,43722539312,Tamaulipas
412,Latin America,0.12582392,0,0,2005,Aguascalientes,1,577376.06,7.9941869,13788.34,5.2493148,3031867627,1653,577376.06,7.9941869,13788.34,5.2493148,3031867627,Aguascalientes
413,Latin America,0.12582392,-1,0,2005,Colima,0,302203.69,7.6806369,11274.05,4.596458,3048480302,,302203.69,7.6806369,11274.05,4.596458,3048480302,Colima
414,Latin America,0.12582392,0,0,2005,Jalisco,4,3625295.5,7.5432062,11189.98,4.440259,42752688715,1653,3625295.5,7.5432062,11189.98,4.440259,42752688715,Jalisco
415,Latin America,0.12582392,-1,0,2005,Michoacan,0,2111172.8,6.1347451,6424.7432,4.2006068,31639043106,,2111172.8,6.1347451,6424.7432,4.2006068,31639043106,Michoacan
416,Latin America,0.12582392,-1,0,2005,Nayarit,2,514110.47,7.229156,6776.877,3.545248,14837980794,1653,514110.47,7.229156,6776.877,3.545248,14837980794,Nayarit
417,Latin America,0.12582392,-1,0,2005,Campeche,0,400960.53,7.0882621,19591.539,2.7127249,26606033142,,400960.53,7.0882621,19591.539,2.7127249,26606033142,Campeche
418,Latin America,0.12582392,0,0,2005,Oaxaca,2,1843499.3,5.5680099,5236.6831,3.6362629,48577370877,1653,1843499.3,5.5680099,5236.6831,3.6362629,48577370877,Oaxaca
419,Latin America,0.12582392,0,0,2005,Puebla,1,2862016.8,6.7127261,8173.0718,5.0570312,18215097761,1653,2862016.8,6.7127261,8173.0718,5.0570312,18215097761,Puebla
420,Latin America,0.12582392,0,0,2005,Tabasco,0,1051587.3,7.2663269,7669.458,4.4176502,12684819857,,1051587.3,7.2663269,7669.458,4.4176502,12684819857,Tabasco
421,Latin America,0.12582392,-1,0,2005,Tlaxcala,0,569282.56,7.6862988,6012.915,5.5679302,2173735028,,569282.56,7.6862988,6012.915,5.5679302,2173735028,Tlaxcala
422,Latin America,0.12582392,-1,0,2005,Distrito Federal,34,4643732.5,9.5507984,29867.189,8.7817612,712847824.8,1653,4643732.5,9.5507984,29867.189,8.7817612,712847824.8,Distrito Federal
423,Latin America,0.12582392,0,0,2005,Guanajuato,1,2632387,6.4203591,8377.7607,5.081882,16342421496,1653,2632387,6.4203591,8377.7607,5.081882,16342421496,Guanajuato
424,Latin America,0.12582392,0,0,2005,Guerrero,1,1643762,6.0475101,6351.6948,3.878675,33990049430,1653,1643762,6.0475101,6351.6948,3.878675,33990049430,Guerrero
425,Latin America,0.12582392,0,0,2005,Hidalgo,0,1258220.8,6.7644811,6694.627,4.705297,11383408657,1653,1258220.8,6.7644811,6694.627,4.705297,11383408657,Hidalgo
426,Latin America,0.12582392,-1,0,2005,Mexico,8,7462730,8.099021,8267.8145,6.4733,11523363503,1653,7462730,8.099021,8267.8145,6.4733,11523363503,Mexico
427,Latin America,0.12582392,0,0,2005,Morelos,0,856243.13,7.80478,10446.12,5.7779222,2650192689,,856243.13,7.80478,10446.12,5.7779222,2650192689,Morelos
428,Latin America,0.12582392,0,0,2005,Queretaro,16,859360.69,7.7877998,13409.03,4.8866181,6485511623,1653,859360.69,7.7877998,13409.03,4.8866181,6485511623,Queretaro
429,Latin America,0.12582392,-1,0,2005,Veracruz,10,3789589.5,6.3662491,7117.6182,4.6055789,37880405642,1653,3789589.5,6.3662491,7117.6182,4.6055789,37880405642,Veracruz
430,Latin America,0.12582392,0,0,2005,Chiapas,24,2251729.5,5.1962061,4599.418,4.0672722,38558706191,1653,2251729.5,5.1962061,4599.418,4.0672722,38558706191,Chiapas
431,Latin America,0.12582392,0,0,2005,Quintana Roo,0,605647.25,7.887167,17307.641,3.1017821,27235347638,,605647.25,7.887167,17307.641,3.1017821,27235347638,Quintana Roo
432,Latin America,0.12582392,0,0,2005,Yucatan,3,977640.19,6.7109251,9521.1904,3.8720779,20349649759,1653,977640.19,6.7109251,9521.1904,3.8720779,20349649759,Yucatan
433,Latin America,0.12582392,0,0,2005,,0,,,,,,,226079.42,7.6776552,3705.5903,4.5725055,2348821184,Atlntida
434,Latin America,0.12582392,0,0,2005,,0,,,,,,,139406.69,6.3258429,2972.178,3.5375021,4077275208,Coln
435,Latin America,0.12582392,1,1,2005,,1,,,,,,1646,643055.06,9.1797037,3560.2346,4.9603391,4517518259,Francisco Morazn
436,Latin America,0.12582392,,0,,,,,,,,,,,,,,,
437,Latin America,0.12582392,1,1,,,,,,,,,,,,,,,
438,Latin America,0.12582392,0,0,2005,,0,,,,,,,245164.09,5.848805,2568.001,2.9590964,12766045336,Olancho
439,Latin America,0.12582392,0,0,2005,,0,,,,,,,274760.13,6.5499148,2459.9729,4.2117333,4086046273,Yoro
440,Latin America,0.12582392,-1,0,2005,,0,,,,,,,177270.33,6.7791972,3686.2461,4.1674528,2752111576,Comayagua
441,Latin America,0.12582392,0,0,2005,,0,,,,,,,575693.94,8.1652327,3935.813,5.5876174,2163707707,Corts
442,Latin America,0.12582392,0,0,2005,,0,,,,,,,108319.74,5.6530871,1484.2244,4.204216,1625100821,Intibuc
443,Latin America,0.12582392,0,0,2005,,0,,,,,,,87918.594,6.2337389,3528.5491,4.2031336,1318129128,La Paz
444,Latin America,0.12582392,0,0,2005,,0,,,,,,,205421.45,5.4175339,3314.5737,4.3820653,2572678809,Santa Brbara
445,Latin America,0.12582392,0,0,2005,,0,,,,,,,156050.19,5.3597088,4131.5259,4.5012388,1734041477,Copn
446,Latin America,0.12582392,0,0,2005,,0,,,,,,,154261.47,4.8745861,2169.9434,4.2529979,2204665411,Lempira
447,Latin America,0.12582392,0,0,2005,,0,,,,,,,57724.539,5.78652,1542.226,4.095633,963451768.7,Ocotepeque
448,Latin America,0.12582392,0,0,2005,Baja Verapaz,0,122080.45,,2677.325,4.3638349,1554020266,,122080.45,,2677.325,4.3638349,1554020266,Baja Verapaz
449,Latin America,0.12582392,0,0,2005,Huhuetenango,0,493457.53,,2111.125,4.8721991,3778162621,,493457.53,,2111.125,4.8721991,3778162621,Huhuetenango
450,Latin America,0.12582392,0,0,2005,El Petn,0,239491.44,,2463.429,2.528712,19102241234,,239491.44,,2463.429,2.528712,19102241234,El Petn
451,Latin America,0.12582392,0,0,2005,Quich,0,393719.5,,2654.7561,4.6695862,3691573386,,393719.5,,2654.7561,4.6695862,3691573386,Quich
452,Latin America,0.12582392,0,0,2005,Quetzaltenango,0,353507.5,,3795.4839,5.8883948,979718178.4,,353507.5,,3795.4839,5.8883948,979718178.4,Quetzaltenango
453,Latin America,0.12582392,0,0,2005,Retalhuleu,0,136248.52,,5105.356,4.8952579,1019408431,,136248.52,,5105.356,4.8952579,1019408431,Retalhuleu
454,Latin America,0.12582392,0,0,2005,San Marcos,0,452949.88,,2093.0559,5.473897,1900058168,,452949.88,,2093.0559,5.473897,1900058168,San Marcos
455,Latin America,0.12582392,0,0,2005,Alta Verapaz,2,463555.06,,3122.5759,4.502583,5136347151,1643,463555.06,,3122.5759,4.502583,5136347151,Alta Verapaz
456,Latin America,0.12582392,0,0,2005,Chimaltenango,0,260747.08,,3315.061,5.6746378,894860772.3,,260747.08,,3315.061,5.6746378,894860772.3,Chimaltenango
457,Latin America,0.12582392,0,0,2005,Escuintla,0,307085.88,,7794.3188,4.8226328,2470682512,,307085.88,,7794.3188,4.8226328,2470682512,Escuintla
458,Latin America,0.12582392,0,0,2005,Guatemala City,0,1424965.8,,12414.5,7.1659541,1100703011,,1424965.8,,12414.5,7.1659541,1100703011,Guatemala City
459,Latin America,0.12582392,0,0,2005,Suchitepquez,0,229276.64,,5462.6758,5.2092218,1253208794,,229276.64,,5462.6758,5.2092218,1253208794,Suchitepquez
460,Latin America,0.12582392,0,0,2005,Sacatepquez,0,140623.47,,6747.6641,5.900104,385190178.8,,140623.47,,6747.6641,5.900104,385190178.8,Sacatepquez
461,Latin America,0.12582392,0,0,2005,Solol,0,182278.5,,2293.353,5.8077698,547586823.7,,182278.5,,2293.353,5.8077698,547586823.7,Solol
462,Latin America,0.12582392,0,0,2005,Totonicapn,0,200416.89,,1957.092,5.690856,676747949.1,,200416.89,,1957.092,5.690856,676747949.1,Totonicapn
463,Latin America,0.12582392,0,0,2005,El Progreso,0,75929.844,,5277.5542,4.309566,1020450124,,75929.844,,5277.5542,4.309566,1020450124,El Progreso
464,Latin America,0.12582392,0,0,2005,Santa Rosa,0,164417.77,,4156.8872,4.6434822,1582377680,,164417.77,,4156.8872,4.6434822,1582377680,Santa Rosa
465,Latin America,0.12582392,0,0,2005,Izabal,0,181214.13,,7656.7158,3.6875091,4536565903,,181214.13,,7656.7158,3.6875091,4536565903,Izabal
466,Latin America,0.12582392,0,0,2005,Chiquimula,0,169277.89,,5896.1919,4.9215961,1233611028,,169277.89,,5896.1919,4.9215961,1233611028,Chiquimula
467,Latin America,0.12582392,0,0,2005,Jalapa,0,139430.88,,1756.537,4.8859968,1052924950,,139430.88,,1756.537,4.8859968,1052924950,Jalapa
468,Latin America,0.12582392,0,0,2005,Jutiapa,0,210500.45,,1595.303,4.812129,1711480504,,210500.45,,1595.303,4.812129,1711480504,Jutiapa
469,Latin America,0.12582392,0,0,2005,Zacapa,0,108138.28,,5245.1138,4.3966289,1332133493,,108138.28,,5245.1138,4.3966289,1332133493,Zacapa
470,Latin America,0.12582392,1,1,2005,,0,,,,,,,159560.11,3.3957441,3461.4944,5.5349951,628591641.5,Ahuachapn
471,Latin America,0.12582392,0,0,2005,,0,,,,,,,79835.555,2.8152909,3521.5181,4.9704881,552942781.3,Cabaas
472,Latin America,0.12582392,0,0,2005,,0,,,,,,,115927.3,4.1546068,4428.7451,5.697855,387339268.1,Cuscatln
473,Latin America,0.12582392,0,0,2005,,0,,,,,,,101817.13,3.2725739,4059.5203,4.6465139,975462536.7,Chalatenango
474,Latin America,0.12582392,0,0,2005,,0,,,,,,,83856.578,4.466291,5251.8984,4.3263669,1106431496,Santa Ana
475,Western Europe,0.45133045,0,0,2005,Almera,2,385048.06,,26381.42,4.24512,5519283920,1777,385048.06,8.6802511,26381.42,4.24512,5519283920,Almera
476,Western Europe,0.45133045,0,0,2005,Cdiz,0,736434.94,,22379.23,5.06879,4632195059,1777,736434.94,8.7350874,22379.23,5.06879,4632195059,Cdiz
477,Western Europe,0.45133045,0,0,2005,Crdoba,8,498469.78,,19051.641,4.0422988,8751665191,1777,498469.78,8.406147,19051.641,4.0422988,8751665191,Crdoba
478,Western Europe,0.45133045,0,0,2005,Granada,7,542191.63,,19933.961,4.2204881,7965593496,1777,542191.63,8.6700821,19933.961,4.2204881,7965593496,Granada
479,Western Europe,0.45133045,1,1,2005,Huelva,0,305758.66,,24017.84,3.8709321,6371685698,,305758.66,9.190258,24017.84,3.8709321,6371685698,Huelva
480,Western Europe,0.45133045,0,0,2005,Jan,0,419739.81,,18155.369,3.890254,8579546142,,419739.81,8.3820581,18155.369,3.890254,8579546142,Jan
481,Western Europe,0.45133045,0,0,2005,Mlaga,6,909452.5,,23036.859,5.2928171,4572343000,1777,909452.5,8.8963861,23036.859,5.2928171,4572343000,Mlaga
482,Western Europe,0.45133045,0,0,2005,Sevilla,14,1144241,,22645.66,4.861753,8852888842,1777,1144241,8.7635221,22645.66,4.861753,8852888842,Sevilla
483,Western Europe,0.45133045,0,0,2005,Albacete,0,247223.03,,21126.039,3.2492809,9592771984,1777,247223.03,8.6470814,21126.039,3.2492809,9592771984,Albacete
484,Western Europe,0.45133045,1,1,2005,Ciudad Real,0,321853.38,,22043.67,3.22839,12752229072,1777,321853.38,8.4177351,22043.67,3.22839,12752229072,Ciudad Real
485,Western Europe,0.45133045,1,1,2005,Cuenca,0,135704.48,,21769.26,2.4961331,11182461690,,135704.48,8.398757,21769.26,2.4961331,11182461690,Cuenca
486,Western Europe,0.45133045,1,1,2005,Guadalajara,0,134731.41,,24596.1,2.8142381,8077199671,,134731.41,9.1568184,24596.1,2.8142381,8077199671,Guadalajara
487,Western Europe,0.45133045,1,1,2005,Toledo,11,389790.63,,22523.551,3.6616509,10013746054,1777,389790.63,8.4895258,22523.551,3.6616509,10013746054,Toledo
488,Western Europe,0.45133045,0,0,2005,vila,0,110063.42,,22320.18,3.032495,5304533045,,110063.42,9.0393229,22320.18,3.032495,5304533045,vila
489,Western Europe,0.45133045,0,0,2005,Salamanca,7,233021.94,,23476.039,3.35144,8163659874,1777,233021.94,9.1629982,23476.039,3.35144,8163659874,Salamanca
490,Western Europe,0.45133045,0,0,2005,Segovia,1,103393.97,,29004.4,3.1121969,4601349538,1777,103393.97,9.1509237,29004.4,3.1121969,4601349538,Segovia
491,Western Europe,0.45133045,0,0,2005,Soria,0,62101.063,,26956.721,2.197536,6897969339,,62101.063,9.5424271,26956.721,2.197536,6897969339,Soria
492,Western Europe,0.45133045,1,1,2005,Valladolid,9,344587.5,,30053.961,4.1504159,5429961506,1777,344587.5,9.4873772,30053.961,4.1504159,5429961506,Valladolid
493,Western Europe,0.45133045,1,1,2005,Zamora,0,132785.36,,21442.711,2.9314859,7079816654,,132785.36,9.4472752,21442.711,2.9314859,7079816654,Zamora
494,Western Europe,0.45133045,0,0,2005,Madrid,173,3925616.3,,37058.82,6.610527,5284360591,1777,3925616.3,8.9652367,37058.82,6.610527,5284360591,Madrid
495,Western Europe,0.45133045,1,1,2005,Valencia/Valncia,100,1565117,,25896.75,5.4101739,6997422397,1777,1565117,9.0038986,25896.75,5.4101739,6997422397,Valencia/Valncia
496,Western Europe,0.45133045,0,0,2005,Badajoz,0,430783.72,,19295.07,3.4289861,13965921169,,430783.72,8.504035,19295.07,3.4289861,13965921169,Badajoz
497,Western Europe,0.45133045,1,1,2005,Cceres,0,268502.53,,19348.961,3.033577,12926549914,,268502.53,8.6176758,19348.961,3.033577,12926549914,Cceres
498,Western Europe,0.45133045,0,0,2005,"Palmas, Las",0,1122360.6,,25610.6,5.5680661,4285012359,1777,1122360.6,8.9753857,25610.6,5.5680661,4285012359,"Palmas, Las"
499,Western Europe,0.45133045,0,0,2005,Murcia,4,848995.63,,23957.221,4.770802,7194033734,1777,848995.63,8.8411741,23957.221,4.770802,7194033734,Murcia
500,,,0,0,2005,Minnesota,7283,3700705.5,12.52074,45416.59,3.153985,1.57952E+11,1663,3700705.5,12.52074,45416.59,3.153985,1.57952E+11,Minnesota
501,,,0,0,2005,Montana,166,693688.44,12.39782,35927.43,0.90921479,2.79446E+11,1663,693688.44,12.39782,35927.43,0.90921479,2.79446E+11,Montana
502,,,0,0,2005,North Dakota,168,485834.78,12.25739,38108.84,1.281201,1.34918E+11,1663,485834.78,12.25739,38108.84,1.281201,1.34918E+11,North Dakota
503,,,0,0,2005,Washington,13220,4657459.5,12.40107,44066.988,3.589344,1.28622E+11,1663,4657459.5,12.40107,44066.988,3.589344,1.28622E+11,Washington
504,,,0,0,2005,South Dakota,68,549509.69,12.16214,39919.898,1.3731689,1.39192E+11,1663,549509.69,12.16214,39919.898,1.3731689,1.39192E+11,South Dakota
505,,,0,0,2005,New Hampshire,1292,882769.31,12.52744,46178.879,3.9654291,16737219136,1663,882769.31,12.52744,46178.879,3.9654291,16737219136,New Hampshire
506,,,0,0,2005,Vermont,1460,429784.91,12.58462,39933.09,3.218035,17205857060,1663,429784.91,12.58462,39933.09,3.218035,17205857060,Vermont
507,,,0,0,2005,Wisconsin,4757,3883486,12.29564,40314.23,3.642225,1.01724E+11,1663,3883486,12.29564,40314.23,3.642225,1.01724E+11,Wisconsin
508,,,0,0,2005,Maine,270,926898.63,12.30048,38155.59,2.7407229,59806909382,1663,926898.63,12.30048,38155.59,2.7407229,59806909382,Maine
509,Western Europe,0.45133045,0,0,2005,North,231,2219813,,26585.449,5.6923409,7484522231,1778,2219813,7.6896391,26585.449,5.6923409,7484522231,North
510,Western Europe,0.45133045,0,0,2005,North West,341,5791597,,29312.16,6.1758742,12040661248,1778,5791597,8.1869926,29312.16,6.1758742,12040661248,North West
511,Western Europe,0.45133045,0,0,2005,South West,776,4024579.3,,31357.189,5.3556461,19001722979,1778,4024579.3,8.9200335,31357.189,5.3556461,19001722979,South West
512,Western Europe,0.45133045,0,0,2005,Wales,103,2408043.5,,25790.16,4.9595299,16895375075,1778,2408043.5,8.1406622,25790.16,4.9595299,16895375075,Wales
513,Western Europe,0.45133045,0,0,2005,Scotland,586,4676180,,32720.551,4.1698718,72266797765,1778,4676180,8.0626173,32720.551,4.1698718,72266797765,Scotland
514,Western Europe,0.45133045,0,0,2005,Northern Ireland,53,1493551.8,,27267.131,4.8083062,12189882676,1778,1493551.8,,27267.131,4.8083062,12189882676,Northern Ireland
515,Western Europe,0.45133045,0,0,2005,Border,10,395473.34,10.42407,28946.039,3.621222,10578899407,1648,395473.34,10.42407,28946.039,3.621222,10578899407,Border
516,Western Europe,0.45133045,0,0,2005,Midland,25,204699.08,10.6207,28656.57,3.6065741,5556492070,1648,204699.08,10.6207,28656.57,3.6065741,5556492070,Midland
517,Western Europe,0.45133045,1,1,2005,West,73,341886.63,10.91942,29235.5,3.3489089,12007965313,1648,341886.63,10.91942,29235.5,3.3489089,12007965313,West
518,Western Europe,0.45133045,0,0,2005,Mid-East w/ Dublin,216,1361403.4,11.5705,49842.699,5.4516439,5839395982,1648,1361403.4,11.5705,49842.699,5.4516439,5839395982,Mid-East w/ Dublin
519,Western Europe,0.45133045,0,0,2005,Mid-West,76,271552,11.02006,34735.25,3.6869631,6801822649,1648,271552,11.02006,34735.25,3.6869631,6801822649,Mid-West
520,Western Europe,0.45133045,0,0,2005,South-East,20,390712.69,10.65495,29621.449,3.9212689,7742335947,1648,390712.69,10.65495,29621.449,3.9212689,7742335947,South-East
521,Western Europe,0.45133045,0,0,2005,South-West,78,495540.41,11.10015,46410.141,3.9056699,9973972184,1648,495540.41,11.10015,46410.141,3.9056699,9973972184,South-West
522,Western Europe,0.45133045,0,0,2005,Bretagne,308,2308244.3,9.3048573,27347.109,4.7200279,20577832496,1774,2308244.3,9.3048573,27347.109,4.7200279,20577832496,Bretagne
523,,,0,0,2005,Manitoba,168,993381.75,12.17967,31069.16,0.56337172,5.65519E+11,1632,993381.75,12.17967,31069.16,0.56337172,5.65519E+11,Manitoba
524,,,0,0,2005,Saskatchewan,476,833355,12.09092,37132.891,0.39764869,5.5993E+11,1632,833355,12.09092,37132.891,0.39764869,5.5993E+11,Saskatchewan
525,,,0,0,2005,Alberta,552,2822462.5,12.68226,49070.859,1.581874,5.80269E+11,1632,2822462.5,12.68226,49070.859,1.581874,5.80269E+11,Alberta
526,,,0,0,2005,British Columbia,881,3527065.3,12.88648,34595.352,1.460391,8.18792E+11,1632,3527065.3,12.88648,34595.352,1.460391,8.18792E+11,British Columbia
527,,,0,0,2005,"Yukon Territory, Northwest Territories, and Nunavut",88,138139.25,12.07286,54585.262,-3.6727231,5.43701E+12,1632,138139.25,12.07286,54585.262,-3.6727231,5.43701E+12,"Yukon Territory, Northwest Territories, and Nunavut"
528,,,0,0,2005,Quebec,1646,6280362,12.55092,31404.859,1.598726,1.2696E+12,1632,6280362,12.55092,31404.859,1.598726,1.2696E+12,Quebec
529,,,0,0,2005,New Brunswick,143,531287.25,12.16074,28343.961,2.305347,52982193089,1632,531287.25,12.16074,28343.961,2.305347,52982193089,New Brunswick
530,,,0,0,2005,Nova Scotia,167,646894.5,12.50112,28382.27,2.805527,39120876483,1632,646894.5,12.50112,28382.27,2.805527,39120876483,Nova Scotia
531,,,-1,0,2005,Newfoundland-Labrador,107,419636.69,11.93876,31892.289,0.2406853,3.29872E+11,1632,419636.69,11.93876,31892.289,0.2406853,3.29872E+11,Newfoundland-Labrador
532,,,0,0,2005,Prince Edward Island,81,98379.906,12.39692,26598.711,3.1232481,4330091083,1632,98379.906,12.39692,26598.711,3.1232481,4330091083,Prince Edward Island
533,Western Europe,0.45133045,0,0,2005,Cantabria,2,385837.59,,27950.1,4.6625319,3643280456,1777,385837.59,9.4981413,27950.1,4.6625319,3643280456,Cantabria
534,Western Europe,0.45133045,0,0,2005,Corua (A),7,772225.88,,24346.381,4.9504561,5467498007,1777,772225.88,9.0211649,24346.381,4.9504561,5467498007,Corua (A)
535,Western Europe,0.45133045,0,0,2005,lava,8,204634.44,,39856.59,4.5817089,2094921704,1777,204634.44,9.1928959,39856.59,4.5817089,2094921704,lava
536,Western Europe,0.45133045,0,0,2005,Guipzcoa,7,472160.5,,36428.57,5.8520341,1357011662,1777,472160.5,9.2323942,36428.57,5.8520341,1357011662,Guipzcoa
537,Western Europe,0.45133045,-1,0,2005,Vizcaya,6,780168.19,,35133.43,6.2546749,1499054389,1777,780168.19,9.3880157,35133.43,6.2546749,1499054389,Vizcaya
538,Western Europe,0.45133045,0,0,2005,Asturias,14,739891.5,,25003.83,4.6204791,7286508835,1777,739891.5,9.1059551,25003.83,4.6204791,7286508835,Asturias
539,,,0,0,2005,Idaho,2247,1001831.3,12.03405,35410.84,1.888617,1.51558E+11,1663,1001831.3,12.03405,35410.84,1.888617,1.51558E+11,Idaho
540,,,0,0,2005,Oregon,5015,2519154.3,12.29158,39022.172,2.6692331,1.74591E+11,1663,2519154.3,12.29158,39022.172,2.6692331,1.74591E+11,Oregon
541,,,0,0,2005,Wyoming,93,361698.5,12.26926,46551.648,0.73159438,1.74028E+11,1663,361698.5,12.26926,46551.648,0.73159438,1.74028E+11,Wyoming
542,,,0,0,2005,Iowa,1486,2013351.1,12.27058,38599.07,3.0231609,97943898736,1663,2013351.1,12.27058,38599.07,3.0231609,97943898736,Iowa
543,,,0,0,2005,Nebraska,384,1182455.4,12.27021,40869.18,2.1790669,1.33791E+11,1663,1182455.4,12.27021,40869.18,2.1790669,1.33791E+11,Nebraska
544,,,0,0,2005,Massachusetts,9348,4359290,12.63662,52853.77,5.7239079,14241445663,1663,4359290,12.63662,52853.77,5.7239079,14241445663,Massachusetts
545,,,0,0,2005,Illinois,8315,8259853.5,12.24749,44871.23,4.45894,95604712042,1663,8259853.5,12.24749,44871.23,4.45894,95604712042,Illinois
546,,,0,0,2005,New York,13229,13110387,12.29544,49271.219,5.0243068,86215767061,1663,13110387,12.29544,49271.219,5.0243068,86215767061,New York
547,,,0,0,2005,Pennsylvania,6809,8268799.5,12.2656,41613.488,4.6676378,77680685171,1663,8268799.5,12.2656,41613.488,4.6676378,77680685171,Pennsylvania
548,,,0,0,2005,Michigan,9237,6927735,12.22553,38844.781,4.2016368,1.03715E+11,1663,6927735,12.22553,38844.781,4.2016368,1.03715E+11,Michigan
549,,,0,0,2005,Ontario,3630,9437130,12.77797,39078.328,2.503978,7.71571E+11,1632,9437130,12.77797,39078.328,2.503978,7.71571E+11,Ontario
550,Western Europe,0.45133045,0,0,2005,Burgos,14,244481.44,,32104.43,3.229528,9675640189,1777,244481.44,9.5410557,32104.43,3.229528,9675640189,Burgos
551,Western Europe,0.45133045,0,0,2005,Len,0,337148.38,,24727.85,3.460331,10592986236,,337148.38,9.2108717,24727.85,3.460331,10592986236,Len
552,Western Europe,0.45133045,0,0,2005,Palencia,0,117478.32,,27766.789,3.070179,5452503306,,117478.32,9.1699686,27766.789,3.070179,5452503306,Palencia
553,Western Europe,0.45133045,0,0,2005,Navarra,34,403789.38,,35676.422,4.048398,7046248861,1777,403789.38,9.6428823,35676.422,4.048398,7046248861,Navarra
554,Western Europe,0.45133045,1,1,2005,Lugo,3,244662.97,,22422.391,3.5915251,6742000040,1777,244662.97,8.8184671,22422.391,3.5915251,6742000040,Lugo
555,Western Europe,0.45133045,0,0,2005,Ourense,0,229321.7,,20438.84,3.843915,4909689996,,229321.7,8.3319139,20438.84,3.843915,4909689996,Ourense
556,Western Europe,0.45133045,0,0,2005,Pontevedra,3,636074.19,,22909.6,5.340652,3048541367,1777,636074.19,9.1141272,22909.6,5.340652,3048541367,Pontevedra
557,Western Europe,0.45133045,0,0,2005,"Rioja, La",1,203588.88,,30588.689,4.0881519,3414225338,1777,203588.88,9.4398308,30588.689,4.0881519,3414225338,"Rioja, La"
